Customer_Satisfaction,Customer_Loyalty_Score,Annual_Spending_USD,Visits_Per_Month,Cluster
5.350173114502564,0.2505009381114177,501.53943722524224,8.959654070733666,Regular Customers
7.785083397352206,0.2818201081148013,1091.806529102903,17.381455401431445,High Value Customers
3.702623920756893,-0.9478300415087288,189.4550602362375,2.288026772741077,Low Value Customers
2.4571967817571005,-0.8963786717152966,130.6330419500505,2.033753680246746,Low Value Customers
3.824621544101309,-0.5050966116519299,149.62845753728735,3.306981072686238,Low Value Customers
5.813407698515423,-1.0057273169345384,161.13394538578677,2.4907866374008654,Low Value Customers
3.153640280113027,-1.150944592050662,130.84965713913246,3.359475797547125,Low Value Customers
6.349075786700757,-1.2296260617655042,133.3349877753815,2.936876986888752,Low Value Customers
8.316639078967798,1.3317754059773923,1521.0239484870294,7.720823788394375,High Value Customers
1.6130701298043273,-1.0975269032060897,193.8920075017484,1.4343519683944037,Low Value Customers
0.9923676603062428,-0.4572923562684748,159.74628894810857,1.9097915932005705,Low Value Customers
5.01446039927907,-0.3818462317808046,513.2642380968728,6.747369447633986,Regular Customers
4.494063918975519,-2.5127759977426347,115.72592539488804,1.8739460390889495,Low Value Customers
7.794927457302006,0.9309761207549307,1399.4609449739417,9.421989685019827,High Value Customers
4.045491476330752,-0.4649981460729767,224.2658974624782,2.518234028906525,Low Value Customers
8.259566883482014,0.2980686037188175,602.0109489217441,17.5343231273451,High Value Customers
7.995551765081544,1.7892563448992114,856.6492777575627,16.55970641858626,High Value Customers
5.868817840543853,-0.5481766349856405,161.06326022364195,3.00855608082435,Low Value Customers
2.429118542874088,0.0133437614262087,125.56569440779737,3.504483256383017,Low Value Customers
6.749572554742997,0.6102701677461098,1558.7718498055588,13.958093133126471,High Value Customers
7.453275476042545,0.1530616045648893,278.9722672450571,9.78413519946344,Regular Customers
5.4101076822443925,0.6192132881102261,503.0253041048098,4.913763544114259,Regular Customers
8.131435812296456,2.2981115710763995,1323.246614628615,14.82744674098361,High Value Customers
5.075343401956898,-0.6735989208781336,158.38136921051176,1.9083748278408972,Low Value Customers
4.233848025789598,-0.1787339501498331,116.557513915999,4.424495821246948,Low Value Customers
3.908293975854874,-1.3326617069231244,189.90528307680975,2.7132057642617307,Low Value Customers
8.607611909988886,1.054120683870731,1185.043464117524,16.480680613002875,High Value Customers
6.290897057590006,-0.9973190682710432,365.450751188673,9.858819969581631,Regular Customers
3.867863411098453,-1.1142387816628532,95.65703938970104,1.920263678724152,Low Value Customers
1.9782013600380528,-0.8607684312209197,126.06249677675812,2.0334121090146846,Low Value Customers
3.931876574832047,-0.5816176214883572,233.7279172883978,1.4881165804367864,Low Value Customers
5.159381043300522,-0.2161390633909569,118.83629042493196,3.203235954586031,Low Value Customers
5.542366750662385,0.3114131482512433,681.095721608546,9.211212465262626,Regular Customers
6.508608373233442,-0.0581855919727853,321.9132002090798,7.583063578919184,Regular Customers
8.965286523891132,0.4364160717051761,936.2276579558262,15.378803208702204,High Value Customers
5.015345215152737,-0.2755140682691275,449.16817019261873,5.268765191619702,Regular Customers
3.025878153783632,-0.3779432499276148,97.70520871076144,1.4021278655051623,Low Value Customers
5.369975020466105,0.6391733015059075,476.3693830403733,7.070837843768763,Regular Customers
8.035487038012485,0.3271462835701739,1323.676413443758,16.150305094210932,High Value Customers
5.590691525904279,0.8035547070778499,364.7004681256353,10.255817986507138,Regular Customers
8.123594932476202,1.0317237050609132,1195.031591157922,14.678205702567174,High Value Customers
7.220282896417717,-0.446007476482608,408.4976913024082,10.07260578414496,Regular Customers
5.404465064816141,0.7403198463989549,703.9323179610451,7.196409946116733,Regular Customers
6.6813623265753055,-0.4922153688039151,590.567995768137,8.398847971973534,Regular Customers
4.473038282160215,-1.187343243221237,83.5566633773131,3.5032520647495047,Low Value Customers
1.9365968475205453,-0.9904102953455208,187.6472746567988,3.1918977358730363,Low Value Customers
5.948342644789813,-0.1849345084509359,123.84406446697696,3.0273133798514387,Low Value Customers
5.952629297455564,-0.7493060580076762,387.1521300218776,6.87847818604028,Regular Customers
1.9637794971440636,-0.7715039190490143,140.03712621387837,1.3271060986884258,Low Value Customers
6.404212865277332,0.6295236468145757,527.2441374637866,7.35186364958206,Regular Customers
8.473153721401484,1.5401101802383454,1276.8508924299222,12.526163248695717,High Value Customers
4.276600765511181,-0.0827116095047126,126.1348376555308,5.097939339132431,Low Value Customers
5.474369066014615,0.2194442080040817,419.30172847923967,8.44654167184052,Regular Customers
6.60622264589178,0.9269791005916392,926.9696999128582,15.406015043676872,High Value Customers
4.994447375508908,-0.4123962877312692,55.13362556564431,5.04206965292788,Low Value Customers
4.295279940620868,-1.2658994842958002,156.28511675963765,3.176189822502693,Low Value Customers
3.333151283048436,-0.6812499995947547,125.70110849518773,2.595638007309977,Low Value Customers
3.313720864244916,-1.6596027738437915,155.83345880861535,3.585299436516338,Low Value Customers
8.411906876861098,1.6099626263176172,1281.085052503717,13.40182350534929,High Value Customers
8.67173109154495,0.5212412300790324,974.83215437188,12.107399785730266,High Value Customers
7.08005605913931,0.7656731084840454,558.4766284453993,10.143859730423594,Regular Customers
7.29657377407041,1.37429755993049,1168.706392904209,17.54064631165474,High Value Customers
7.907820613958242,1.0075285557949594,1335.2271296402475,17.628507501573697,High Value Customers
3.3316548051531982,-0.8366454028114257,107.66237465433387,0.5019389825070606,Low Value Customers
8.160367705130984,1.504452678127316,1265.5167022716814,9.1513148467369,High Value Customers
5.649150569923526,-1.1310086560306487,664.3641329185022,5.827890835763828,Regular Customers
9.004322887567916,1.6729348218420728,974.8524118659844,11.601645146196764,High Value Customers
8.28029617310907,0.7778379814084644,1225.621160539552,13.551517227579245,High Value Customers
2.2188415855343666,-2.1382808114746754,159.06736993978387,2.4384422536693746,Low Value Customers
3.446910183085868,-0.3824816965437288,196.9376910652978,2.7274552786381907,Low Value Customers
3.6594012930901383,-0.4999141801316698,95.722577212017,3.223153054747697,Low Value Customers
6.551885971822154,0.6081381250505775,267.58967569970423,6.477289460382119,Regular Customers
7.297389397741226,1.2499434772046063,1320.186144941996,19.490131222337943,High Value Customers
7.604027615705542,0.9512137508453932,1487.418004719687,15.889730815590916,High Value Customers
5.267651511187974,-0.6267631981940982,103.71533525146916,1.6668716452221934,Low Value Customers
4.448487750941071,0.5972311008550839,642.631618770441,11.698724282772762,Regular Customers
6.8431053323232405,0.8977031465209915,430.3980400815578,5.687168366512287,Regular Customers
4.850079332417553,-0.5493915486563596,154.2977749736357,3.3873714806329898,Low Value Customers
4.323185482458205,-0.0297098840878632,201.79942339267825,3.5442203523403477,Low Value Customers
4.8458028725629285,-0.4915624685451346,131.55321071861525,3.75656467491314,Low Value Customers
6.884403944912591,1.7269457761479416,901.3692650584912,15.857409860384198,High Value Customers
3.1548460415738413,-0.467966610155344,148.64299096288366,1.4052440418366676,Low Value Customers
6.420699631018479,-0.1467524660996263,605.7376064976042,8.002651377468814,Regular Customers
6.395420985388038,-0.3745413730091271,429.2801322287166,7.082722727797831,Regular Customers
4.856702480242555,0.2064262526832934,117.79312993028496,4.0768481446576805,Low Value Customers
6.264258065819439,0.6029052994538553,960.3053859533064,10.942473931677831,Regular Customers
6.733129288169936,1.4064994560688988,1146.4830755680346,16.138216192815328,High Value Customers
4.690472686121513,-0.64062980409648,176.31052704601495,2.9304677137577304,Low Value Customers
4.813006611694256,0.8346885084924778,429.3065440662648,6.128807402475148,Regular Customers
3.822082124195602,-1.3476865515779075,133.30278472042272,3.3440539215634666,Low Value Customers
4.348341739246127,-1.3386980398553776,130.49178508205023,4.074333004770244,Low Value Customers
4.496400117733941,0.4450390236091248,197.20512694966112,4.144293068559939,Low Value Customers
4.612131449544198,0.6583162109800536,493.62718379637073,6.898036392923501,Regular Customers
6.168015340532529,0.76712692076689,560.0997909205054,6.24305239731588,Regular Customers
4.74245891359262,-1.1825525252455784,158.66732475857145,2.696649932522866,Low Value Customers
3.781133748264374,-0.3402542149756943,108.39225120736408,4.945195074276933,Low Value Customers
6.543131144564403,0.9011661583725714,1292.5529724854352,16.75294249930593,High Value Customers
3.899524279428295,-0.8344344218009255,166.42200341310468,2.76893052254232,Low Value Customers
5.393181257934906,-0.2963905314610388,184.91297404022535,2.033843276629583,Low Value Customers
5.920611575594297,0.0197204307675777,379.3278349172641,8.720328367891534,Regular Customers
7.569883393776147,1.5277019149251183,932.4521092764172,20.157121838525462,High Value Customers
3.103667341407938,-0.6684185976797384,181.6743724155227,2.429359569799887,Low Value Customers
6.852468643432951,-0.5375101586802498,674.2541239019072,8.028298529931517,Regular Customers
7.522870873624896,1.0504091137862828,1402.22981734818,13.246634124448686,High Value Customers
3.250642310577222,-0.932921958550243,102.92151548920128,4.820543907941816,Low Value Customers
5.433605408785277,0.6989700717082421,525.1364100377327,6.030931899036064,Regular Customers
3.994045290787271,-0.3295983324135512,142.46954659654773,4.193112945851028,Low Value Customers
7.021515392781864,0.7513489127949975,444.8411873272404,5.8403151044370265,Regular Customers
5.386412394637206,0.3177445644000323,565.4944056238827,3.656857190479105,Regular Customers
5.99188679838825,0.2948535351939106,466.6946892421338,10.58254767803176,Regular Customers
4.421780074250871,-0.0138848551514618,141.3615791859907,3.937477492506925,Low Value Customers
9.308053115622016,1.8558467246363304,926.9646016428168,14.238971767372856,High Value Customers
3.654835294550204,-0.5064472789542035,177.45414220058132,2.161107325974264,Low Value Customers
4.0678385139169375,-2.0119563992936818,207.6778002320756,2.4876257593233064,Low Value Customers
4.055863939844497,-0.9857898283928368,195.8411030005366,0.162493558602621,Low Value Customers
5.983389657674091,0.1365087455013812,445.5636334889981,11.452453091271265,Regular Customers
5.112670541144229,0.6630777063413966,542.7503346447301,10.523038505071032,Regular Customers
3.3328109152224945,-1.2397813394742554,193.84279629909597,3.42532130833011,Low Value Customers
4.455062653323242,-0.1235830086779622,546.3659184617674,9.675528443093178,Regular Customers
3.3207693468070447,-2.5485535938901647,170.92892742948132,1.7796793100560242,Low Value Customers
3.9826612018775887,-1.4993955549904845,597.6777032237289,8.257234900809934,Low Value Customers
3.774343619287748,0.0334146177776569,175.4929873209229,4.6163000427219165,Low Value Customers
4.607264527833004,0.1792696256276219,305.9943950062383,7.541235336289065,Regular Customers
3.7513841462333226,-0.4240318176421575,151.82255524567594,3.623407138279916,Low Value Customers
8.562752106511116,2.277464338691571,1121.175836178469,12.176931898000865,High Value Customers
4.246083615316409,-1.281368016283726,209.27843073746143,2.7167819610547674,Low Value Customers
3.434423632126009,-1.0827894326906708,178.73669693886563,2.842253016768515,Low Value Customers
3.358333179869618,0.1992111505741185,115.75320637353,3.0355660740329937,Low Value Customers
8.521844921288185,0.3843324447914633,1320.0651253514811,11.834676973558652,High Value Customers
8.658226224667201,0.7186744940405119,1373.192257962215,18.31749919888414,High Value Customers
4.861436525632805,-0.6492100110571386,140.747962282812,2.423580423665156,Low Value Customers
7.471034690817104,-0.2196971321005859,375.55207117160046,9.33073787006566,Regular Customers
7.363090557450803,0.7249682512669364,839.0989344575587,13.551270481618449,High Value Customers
5.917284976103507,0.3458550365964192,614.156749315938,9.053795847331587,Regular Customers
5.80912778044682,0.0810825941721681,561.218896269822,10.54514032585714,Regular Customers
4.1263141994832,-1.0814785125262454,110.2853599565782,1.5547947355877745,Low Value Customers
4.666269672043523,-0.4532128858162658,173.09454100426646,2.871340553647944,Low Value Customers
9.1255477967134,0.9579407527075912,1438.8173093018013,14.883771315031373,High Value Customers
7.51331938825653,1.496265153658881,1302.4090296709985,16.07091827780078,High Value Customers
6.081278422056199,0.1772641509699015,786.6046391444527,10.368513290392348,Regular Customers
4.722826894985512,-0.7329205050779671,190.2862880238668,3.517994776391452,Low Value Customers
4.026204752774036,-0.982138595159549,146.76330649349248,-0.1704257358780556,Low Value Customers
6.2106008392976415,-0.0930856480662157,691.120399793946,8.038688141623508,Regular Customers
7.048829264372031,1.175059922935941,938.469728734374,16.4202222471374,High Value Customers
8.232757891471588,1.6789198155541338,1002.2795520763586,15.10202428868444,High Value Customers
6.907982563658692,1.5507473909623573,1329.7177951100305,16.48741506308271,High Value Customers
6.001619031356941,0.4488637344732745,692.5206929970316,7.429811485915972,Regular Customers
4.138645183710085,-1.4516757795088455,115.2695615360667,3.0978132930933078,Low Value Customers
5.103933546701907,-0.9537684945509436,140.56333882751505,2.593114755495625,Low Value Customers
7.572194663324542,1.3474857278544108,825.6855887053389,18.842818730000182,High Value Customers
5.33457770187054,0.6331420912628849,347.6001683127349,9.337680261092435,Regular Customers
4.671944607814497,-0.5694787567964621,110.22285912800832,3.249548189598077,Low Value Customers
2.8169438152656108,-0.9516579530577112,191.17652403821305,3.796701927070742,Low Value Customers
6.0151829425404335,-0.3848839455537051,577.4705254609032,8.03876247539605,Regular Customers
1.679684401769577,-0.3304221042100892,149.0306866452123,4.202451247983072,Low Value Customers
2.9047294811571955,-2.7060222879176004,161.1633543338074,3.2915636766819727,Low Value Customers
4.309328372393548,-0.3870997275199637,830.6261292463882,7.388778771692393,Regular Customers
6.7309589763762165,-0.1903958964210301,249.1636521376212,7.659483506408189,Regular Customers
5.734395439713895,-0.0399269432010228,486.2430997392329,8.528536543291272,Regular Customers
3.8498830487461935,-1.5584037007684182,169.44739166247757,1.0506282446775768,Low Value Customers
3.9496425427158,0.6435082968209407,560.8424326562429,7.885209269851928,Regular Customers
2.604551495244928,-1.2247465644044453,139.49013009253983,1.4041060314258866,Low Value Customers
3.260971341976767,-0.4086017970939921,207.09221457156863,2.580565247341449,Low Value Customers
6.756488354316098,-0.9484360423524804,579.1341489336334,6.392103170545038,Regular Customers
6.30734561670797,0.0513485490561744,658.4496811740601,6.251128703320164,Regular Customers
8.502085038049465,1.0602462683517333,1160.423630497584,14.44843832052237,High Value Customers
5.154326895505887,0.191540620455997,492.4822133453814,8.482480496813459,Regular Customers
6.084505145692862,0.6787967297673417,610.8210339256842,5.898753356344398,Regular Customers
4.868772500590771,-1.5118018562659126,173.5142355255094,3.619738784702869,Low Value Customers
2.088683108337496,-0.7442124520823542,131.26015546558736,2.2412347420646253,Low Value Customers
5.350852330699006,-1.1922074843824513,117.744922835278,3.075694940005093,Low Value Customers
4.685589746298416,-0.8849891516060762,196.6548218267701,3.5309756619640904,Low Value Customers
6.257430944214856,0.935266518246496,1059.5394751620752,16.43808286028827,High Value Customers
1.3751829436258882,0.7294058252306332,171.2410437957684,3.148876803917691,Low Value Customers
8.945254173135318,2.3718270264063124,1417.6866611471007,17.84643928941486,High Value Customers
6.130690024464382,0.115084547979831,442.9045467194119,6.347776016570916,Regular Customers
7.450388720240402,0.5247220178285084,1181.0321373287445,9.94599726832084,High Value Customers
6.19091652414371,0.1782016351745949,517.6322358064025,6.955736859960015,Regular Customers
9.076860370180505,1.0160695401081878,350.65489998983327,8.465736174853797,Regular Customers
5.391993857062676,-0.4086878360244483,339.1913514651278,8.864433381518507,Regular Customers
3.318619764930426,-0.2193043855848776,189.75128858121755,4.3739143852114495,Low Value Customers
5.147613233925896,0.4852193664152061,575.8945059970761,7.05164364979207,Regular Customers
3.228228042607125,0.1657123994655835,159.09983502928216,3.635967750711738,Low Value Customers
3.1779239881720724,-1.5315706799133162,127.22200902031558,2.875978612610003,Low Value Customers
4.935779993182651,0.1940931148097702,297.37937743178,5.759905155060256,Regular Customers
4.670911248276875,-0.4377256878332635,134.32492938452535,1.982235690923047,Low Value Customers
7.178077158779191,1.013365877029343,1361.129622911323,17.784737074032975,High Value Customers
7.602774611614425,0.623253787007608,1266.9609094665834,12.529395088122453,High Value Customers
7.585397888911038,1.8626380452185187,1406.778857141442,15.473922936754356,High Value Customers
2.728080998887277,-0.6731620595176047,192.50629163150103,2.6243663342344643,Low Value Customers
5.351114089986715,-0.0243528262890758,216.54931328573892,3.305243126531353,Low Value Customers
8.46991335984481,1.907093644165545,1311.848484267244,13.496297676629364,High Value Customers
5.551457163472139,0.3431329722642435,345.1326293664538,7.7134821692716145,Regular Customers
7.632188307335619,1.4716954139359046,1200.7869317265818,18.689971105316047,High Value Customers
8.786146514215954,0.4999646384084953,1346.815603366044,14.383116439070257,High Value Customers
4.0828325705181,-1.236903140581889,219.92548276483345,4.040061819902576,Low Value Customers
3.2602288360270326,-1.6007663641461396,134.57309476088608,3.434502646091306,Low Value Customers
8.19216467515698,1.8265664123841217,1397.4799305452132,17.908707077258722,High Value Customers
4.326855400610437,-1.633579238126594,142.17205875412395,4.0600897399086655,Low Value Customers
3.948477071475354,-0.498145778825752,137.25006739015467,1.970188151458155,Low Value Customers
5.87665593595389,0.3854284658195923,421.31747366462673,7.528577510286663,Regular Customers
7.248429406411214,1.759622458782048,1126.3860606029916,19.35826663537855,High Value Customers
7.528747850540908,0.1513724211669537,378.9861520943181,3.8282042445333255,Regular Customers
4.527962926973208,-0.6243008949391959,665.4163552953805,8.231649174453892,Regular Customers
4.389604524091988,-2.1322526053610757,102.08134283130954,3.887079776446287,Low Value Customers
6.286774112382586,0.1116768327886416,567.7810830320147,11.27159561227163,Regular Customers
7.823166029170359,1.2346849013290346,1248.1492296828262,22.176328905821972,High Value Customers
1.9006437355809744,-0.3900661911267152,145.40791004963745,3.56677172618418,Low Value Customers
5.342627446005276,0.1706209814849298,585.3692695358594,14.22582040208768,Regular Customers
8.646428951521656,0.7759672009847456,1094.060079494324,13.639757674848438,High Value Customers
4.204356827369985,0.0019458849791376,587.9394898186094,5.45153576184641,Regular Customers
7.048482651050593,0.4926648926506029,411.89200136347546,7.716940725324305,Regular Customers
7.5983218076410335,0.6401286881035195,501.0540385877777,7.524633366078032,Regular Customers
4.07660907045166,-1.107058134765382,65.81001977123941,5.042177910534731,Low Value Customers
4.155324999199402,-0.5611116409264778,147.68369000492365,2.264883199275412,Low Value Customers
7.174426972922256,0.9798703978067996,1522.0189312130944,15.043526997787962,High Value Customers
7.01109136317563,1.8271691803786696,1382.7501566963704,16.615304871649357,High Value Customers
7.623884992811153,0.4299009138553402,559.89149793653,4.615458336713343,Regular Customers
5.829614234611804,-0.2876941542019389,599.3670577871972,10.14216100080561,Regular Customers
6.340410919186951,1.1889825679978647,1480.465376198563,14.439963113059664,High Value Customers
6.729063645002364,0.4106992805762504,540.9992278343152,7.457370043863405,Regular Customers
4.78341919586429,-0.4729180884550164,585.1223017346381,8.038916511037765,Regular Customers
7.88919020431422,0.9880549788388236,1123.702788629812,18.140735383464417,High Value Customers
7.731804734505578,0.5294676433492156,1385.9129438850432,14.385370008405848,High Value Customers
4.031395865532777,0.1645469838397061,149.1775777059797,3.289183673118725,Low Value Customers
2.8210765087016747,-0.931801671410576,174.38104180834404,1.4446262661587577,Low Value Customers
4.20084509311571,-0.7395253564131162,151.65149822349758,4.037158898658243,Low Value Customers
6.334438514848522,1.0868431390138664,380.7692581287157,8.271849134436696,Regular Customers
4.084466786389948,-1.441552696253048,188.25180008365385,5.3246733058528175,Low Value Customers
5.982993925516169,0.5030126529642601,510.1422170978393,6.572830660185648,Regular Customers
4.179239722197984,-0.223464089857219,332.9649942857923,11.408204156118236,Regular Customers
3.884890306076761,-1.0075515974283025,185.56615299151224,1.878248897144112,Low Value Customers
5.233135961995448,0.2408433615491726,623.4522789708177,9.003370090337576,Regular Customers
4.248325142515882,-0.7531293588583903,166.00943422107102,3.201652905129255,Low Value Customers
2.970027725223064,-0.7723524670201093,107.0524536432899,3.081082542900824,Low Value Customers
7.615481646809407,2.4696908113914304,1190.026404062072,10.787281301215234,High Value Customers
3.865819789323076,-0.4883847526172672,216.93455784610092,2.4105476000612818,Low Value Customers
2.41757202597636,-0.3098977931414113,94.77605176401396,2.563844558492515,Low Value Customers
5.742379514489006,0.1582199280199351,582.6997348489202,6.632731435427225,Regular Customers
7.781016598266591,1.1928648235253057,1237.3994893796971,15.293481524123768,High Value Customers
4.43600577522258,-0.2936962942149577,165.70536462603872,3.4535855235092185,Low Value Customers
4.417776833253522,0.2301366194994082,557.540905760193,9.4578823891409,Regular Customers
3.307649225766206,-1.195423564933187,127.03597298865608,3.5364138998913432,Low Value Customers
5.033881054924208,-1.0444760643749609,186.318492545082,3.123479809164594,Low Value Customers
5.875714222837564,0.0731694621092186,589.5933637522588,8.65115563357414,Regular Customers
8.275825427647638,-0.3113347857983944,562.1722042435971,6.941597980376974,Regular Customers
5.1307130130113565,0.1934797177790167,516.4822975288444,13.836347110120183,Regular Customers
5.815854184316798,-0.47810723769081,532.7612860993263,3.850719924907264,Regular Customers
7.926434573916588,1.2080126411475802,1398.6500957363028,17.92086674828354,High Value Customers
5.496430381092282,0.1096315912220402,408.0655003267195,5.743874890384612,Regular Customers
4.309894779380635,-1.5641513291579594,133.41492397712548,2.0048260401007627,Low Value Customers
8.439746549032208,2.100715049633244,874.6030042991672,9.440944551307291,High Value Customers
3.875113114649933,-0.7905813224253451,158.74637227029191,2.553679484765655,Low Value Customers
5.799360701174568,0.4205062463243613,624.8517071173807,4.089902459363435,Regular Customers
3.631060560968538,-0.671714723635362,113.28095581557056,4.731169631767299,Low Value Customers
3.364590119771263,-0.8247756122043698,172.24088387369164,2.4087152111981056,Low Value Customers
6.522741561756466,0.9856727365417332,1457.3601389817602,13.989314619644585,High Value Customers
7.3228525588328175,1.662836104751361,1117.3062759942368,13.469517559049349,High Value Customers
6.1494560896633095,0.6624501257712725,785.8056238079055,9.654472215314849,Regular Customers
7.159839966388344,-0.1035797193927131,376.8958272836628,8.124662699238247,Regular Customers
4.107169915259596,-1.4471076448187583,142.9882188038395,3.399317601719131,Low Value Customers
4.36039339501808,-0.4974272879694366,161.6385892054977,2.492991340729944,Low Value Customers
3.486099373351157,-1.5193708387963256,221.3910015674038,3.013450364619293,Low Value Customers
5.775146944205148,-0.3572752488714751,852.2789482793335,5.853343935554209,Regular Customers
5.571152074393926,0.4495021017716363,572.0255558893133,9.915864110431368,Regular Customers
7.807608507769263,0.5036945932764274,373.2763040039999,7.486109749756437,Regular Customers
4.307832372513885,0.4409356249034941,94.08778086302812,4.202576505225228,Low Value Customers
8.143931495637133,1.6189152676147402,1174.501320841017,12.472702109621022,High Value Customers
6.750872779401332,0.5926586162633727,616.6468358887666,7.9733907292427295,Regular Customers
5.40017797668015,-0.7352721970143048,598.3247921767288,8.847778964887972,Regular Customers
5.034217367136041,-0.1231442039779744,443.98894256582713,5.034031136035164,Regular Customers
5.182317603394866,-0.4802982140838124,450.5025185734476,6.522605003340875,Regular Customers
2.3729950791332515,0.4135541383416887,200.10162924116923,2.2209805784800145,Low Value Customers
4.27242139665361,-0.549520946107223,197.64343419093908,2.1813949733399216,Low Value Customers
8.87368542718594,0.9260473478965324,866.0343989578466,17.17240967794349,High Value Customers
5.290758424122428,0.7527453841184106,102.01098939639148,3.6989196850807886,Regular Customers
3.590198756206467,-0.3299847736855813,91.18041795074998,1.737230224301436,Low Value Customers
3.224125176833516,-0.7526215725991493,124.3567493384658,3.65905434391342,Low Value Customers
5.026894618257915,-0.4402534752527866,214.75150558643472,3.415826629455343,Low Value Customers
7.026482631727866,1.88168825676917,1048.7109410985006,17.731255499056708,High Value Customers
7.573734216555106,0.4740128064382395,320.460942420242,6.163575666980417,Regular Customers
7.322744466885135,0.0985263886143101,509.5488241930599,9.517648832327218,Regular Customers
4.696322862080324,-0.6327201125687236,141.65326515118136,2.687331554267643,Low Value Customers
6.857898825291343,0.5321417186406759,469.1239999258652,10.164224625986282,Regular Customers
